# r, Phi, Pi, A, delta
0.321699 -1.89969 -0.00684611 0.968973 -0.111845 
0.321856 -1.9 -0.00684395 0.968925 -0.112015 
0.322013 -1.90031 -0.00684179 0.968877 -0.112185 
0.32217 -1.90062 -0.00683962 0.96883 -0.112356 
0.322327 -1.90092 -0.00683746 0.968782 -0.112526 
0.322484 -1.90123 -0.0068353 0.968734 -0.112697 
0.322642 -1.90153 -0.00683313 0.968686 -0.112868 
0.322799 -1.90184 -0.00683096 0.968638 -0.113039 
0.322956 -1.90214 -0.00682879 0.96859 -0.11321 
0.323113 -1.90245 -0.00682662 0.968542 -0.113381 
0.32327 -1.90275 -0.00682445 0.968494 -0.113553 
0.323427 -1.90305 -0.00682228 0.968446 -0.113724 
0.323584 -1.90335 -0.0068201 0.968398 -0.113896 
0.323741 -1.90365 -0.00681793 0.96835 -0.114068 
0.323898 -1.90395 -0.00681575 0.968301 -0.114239 
0.324055 -1.90424 -0.00681357 0.968253 -0.114411 
0.324212 -1.90454 -0.00681139 0.968205 -0.114584 
0.324369 -1.90484 -0.00680921 0.968157 -0.114756 
0.324527 -1.90513 -0.00680703 0.968109 -0.114928 
0.324684 -1.90543 -0.00680484 0.96806 -0.115101 
0.324841 -1.90572 -0.00680266 0.968012 -0.115273 
0.324998 -1.90601 -0.00680047 0.967964 -0.115446 
0.325155 -1.90631 -0.00679828 0.967915 -0.115619 
0.325312 -1.9066 -0.00679609 0.967867 -0.115792 
0.325469 -1.90689 -0.0067939 0.967819 -0.115965 
0.325626 -1.90718 -0.00679171 0.96777 -0.116138 
0.325783 -1.90747 -0.00678952 0.967722 -0.116312 
0.32594 -1.90776 -0.00678732 0.967673 -0.116485 
0.326097 -1.90804 -0.00678513 0.967625 -0.116659 
0.326254 -1.90833 -0.00678293 0.967576 -0.116832 
0.326411 -1.90861 -0.00678073 0.967528 -0.117006 
0.326569 -1.9089 -0.00677853 0.967479 -0.11718 
0.326726 -1.90918 -0.00677633 0.967431 -0.117354 
0.326883 -1.90947 -0.00677412 0.967382 -0.117529 
0.32704 -1.90975 -0.00677192 0.967333 -0.117703 
0.327197 -1.91003 -0.00676971 0.967285 -0.117877 
0.327354 -1.91031 -0.00676751 0.967236 -0.118052 
0.327511 -1.91059 -0.0067653 0.967187 -0.118227 
0.327668 -1.91087 -0.00676309 0.967139 -0.118401 
0.327825 -1.91115 -0.00676088 0.96709 -0.118576 
0.327982 -1.91142 -0.00675866 0.967041 -0.118752 
0.328139 -1.9117 -0.00675645 0.966992 -0.118927 
0.328296 -1.91198 -0.00675423 0.966943 -0.119102 
0.328454 -1.91225 -0.00675201 0.966895 -0.119278 
0.328611 -1.91253 -0.0067498 0.966846 -0.119453 
0.328768 -1.9128 -0.00674758 0.966797 -0.119629 
0.328925 -1.91307 -0.00674535 0.966748 -0.119805 
0.329082 -1.91334 -0.00674313 0.966699 -0.119981 
0.329239 -1.91361 -0.00674091 0.96665 -0.120157 
0.329396 -1.91388 -0.00673868 0.966601 -0.120333 
0.329553 -1.91415 -0.00673645 0.966552 -0.120509 
0.32971 -1.91442 -0.00673423 0.966503 -0.120685 
0.329867 -1.91469 -0.006732 0.966454 -0.120862 
0.330024 -1.91495 -0.00672976 0.966405 -0.121039 
0.330181 -1.91522 -0.00672753 0.966356 -0.121215 
0.330338 -1.91549 -0.0067253 0.966307 -0.121392 
0.330496 -1.91575 -0.00672306 0.966258 -0.121569 
0.330653 -1.91601 -0.00672082 0.966208 -0.121746 
0.33081 -1.91628 -0.00671859 0.966159 -0.121924 
0.330967 -1.91654 -0.00671635 0.96611 -0.122101 
0.331124 -1.9168 -0.0067141 0.966061 -0.122279 
0.331281 -1.91706 -0.00671186 0.966012 -0.122456 
0.331438 -1.91732 -0.00670962 0.965962 -0.122634 
0.331595 -1.91758 -0.00670737 0.965913 -0.122812 
0.331752 -1.91783 -0.00670512 0.965864 -0.12299 
0.331909 -1.91809 -0.00670288 0.965814 -0.123168 
0.332066 -1.91835 -0.00670063 0.965765 -0.123346 
0.332223 -1.9186 -0.00669837 0.965716 -0.123524 
0.332381 -1.91885 -0.00669612 0.965666 -0.123703 
0.332538 -1.91911 -0.00669387 0.965617 -0.123881 
0.332695 -1.91936 -0.00669161 0.965567 -0.12406 
0.332852 -1.91961 -0.00668935 0.965518 -0.124239 
0.333009 -1.91986 -0.00668709 0.965469 -0.124418 
0.333166 -1.92011 -0.00668483 0.965419 -0.124597 
0.333323 -1.92036 -0.00668257 0.96537 -0.124776 
0.33348 -1.92061 -0.00668031 0.96532 -0.124955 
0.333637 -1.92086 -0.00667804 0.96527 -0.125135 
0.333794 -1.92111 -0.00667578 0.965221 -0.125314 
0.333951 -1.92135 -0.00667351 0.965171 -0.125494 
0.334108 -1.9216 -0.00667124 0.965122 -0.125674 
0.334265 -1.92184 -0.00666897 0.965072 -0.125853 
0.334423 -1.92208 -0.0066667 0.965022 -0.126033 
0.33458 -1.92233 -0.00666442 0.964973 -0.126214 
0.334737 -1.92257 -0.00666215 0.964923 -0.126394 
0.334894 -1.92281 -0.00665987 0.964873 -0.126574 
0.335051 -1.92305 -0.00665759 0.964823 -0.126755 
0.335208 -1.92329 -0.00665532 0.964774 -0.126935 
0.335365 -1.92353 -0.00665303 0.964724 -0.127116 
0.335522 -1.92376 -0.00665075 0.964674 -0.127297 
0.335679 -1.924 -0.00664847 0.964624 -0.127478 
0.335836 -1.92424 -0.00664618 0.964574 -0.127659 
0.335993 -1.92447 -0.0066439 0.964525 -0.12784 
0.33615 -1.92471 -0.00664161 0.964475 -0.128021 
0.336307 -1.92494 -0.00663932 0.964425 -0.128202 
0.336465 -1.92517 -0.00663703 0.964375 -0.128384 
0.336622 -1.9254 -0.00663473 0.964325 -0.128565 
0.336779 -1.92564 -0.00663244 0.964275 -0.128747 
0.336936 -1.92587 -0.00663014 0.964225 -0.128929 
0.337093 -1.9261 -0.00662784 0.964175 -0.129111 
0.33725 -1.92632 -0.00662555 0.964125 -0.129293 
0.337407 -1.92655 -0.00662325 0.964075 -0.129475 
0.337564 -1.92678 -0.00662094 0.964025 -0.129657 
0.337721 -1.927 -0.00661864 0.963975 -0.12984 
0.337878 -1.92723 -0.00661633 0.963925 -0.130022 
0.338035 -1.92745 -0.00661403 0.963875 -0.130205 
0.338192 -1.92768 -0.00661172 0.963825 -0.130388 
0.33835 -1.9279 -0.00660941 0.963774 -0.130571 
0.338507 -1.92812 -0.0066071 0.963724 -0.130754 
0.338664 -1.92834 -0.00660479 0.963674 -0.130937 
0.338821 -1.92856 -0.00660247 0.963624 -0.13112 
0.338978 -1.92878 -0.00660016 0.963574 -0.131303 
0.339135 -1.929 -0.00659784 0.963523 -0.131487 
0.339292 -1.92922 -0.00659552 0.963473 -0.13167 
0.339449 -1.92944 -0.0065932 0.963423 -0.131854 
0.339606 -1.92965 -0.00659088 0.963373 -0.132038 
0.339763 -1.92987 -0.00658855 0.963322 -0.132222 
0.33992 -1.93008 -0.00658623 0.963272 -0.132406 
0.340077 -1.93029 -0.0065839 0.963222 -0.13259 
0.340234 -1.93051 -0.00658158 0.963171 -0.132774 
0.340392 -1.93072 -0.00657925 0.963121 -0.132958 
0.340549 -1.93093 -0.00657691 0.963071 -0.133143 
0.340706 -1.93114 -0.00657458 0.96302 -0.133327 
0.340863 -1.93135 -0.00657225 0.96297 -0.133512 
0.34102 -1.93156 -0.00656991 0.962919 -0.133697 
0.341177 -1.93177 -0.00656757 0.962869 -0.133881 
0.341334 -1.93197 -0.00656524 0.962818 -0.134066 
0.341491 -1.93218 -0.00656289 0.962768 -0.134252 
0.341648 -1.93238 -0.00656055 0.962717 -0.134437 
0.341805 -1.93259 -0.00655821 0.962667 -0.134622 
0.341962 -1.93279 -0.00655586 0.962616 -0.134808 
0.342119 -1.93299 -0.00655352 0.962566 -0.134993 
0.342277 -1.9332 -0.00655117 0.962515 -0.135179 
0.342434 -1.9334 -0.00654882 0.962465 -0.135365 
0.342591 -1.9336 -0.00654647 0.962414 -0.13555 
0.342748 -1.9338 -0.00654411 0.962364 -0.135736 
0.342905 -1.93399 -0.00654176 0.962313 -0.135923 
0.343062 -1.93419 -0.0065394 0.962262 -0.136109 
0.343219 -1.93439 -0.00653705 0.962212 -0.136295 
0.343376 -1.93459 -0.00653469 0.962161 -0.136481 
0.343533 -1.93478 -0.00653233 0.96211 -0.136668 
0.34369 -1.93497 -0.00652996 0.96206 -0.136855 
0.343847 -1.93517 -0.0065276 0.962009 -0.137041 
0.344004 -1.93536 -0.00652523 0.961958 -0.137228 
0.344161 -1.93555 -0.00652287 0.961907 -0.137415 
0.344319 -1.93574 -0.0065205 0.961857 -0.137602 
0.344476 -1.93593 -0.00651813 0.961806 -0.137789 
0.344633 -1.93612 -0.00651575 0.961755 -0.137977 
0.34479 -1.93631 -0.00651338 0.961704 -0.138164 
0.344947 -1.9365 -0.00651101 0.961653 -0.138352 
0.345104 -1.93669 -0.00650863 0.961603 -0.138539 
0.345261 -1.93687 -0.00650625 0.961552 -0.138727 
0.345418 -1.93706 -0.00650387 0.961501 -0.138915 
0.345575 -1.93724 -0.00650149 0.96145 -0.139103 
0.345732 -1.93742 -0.00649911 0.961399 -0.139291 
0.345889 -1.93761 -0.00649672 0.961348 -0.139479 
0.346046 -1.93779 -0.00649433 0.961297 -0.139667 
0.346204 -1.93797 -0.00649195 0.961246 -0.139856 
0.346361 -1.93815 -0.00648956 0.961195 -0.140044 
0.346518 -1.93833 -0.00648716 0.961144 -0.140233 
0.346675 -1.93851 -0.00648477 0.961093 -0.140421 
0.346832 -1.93868 -0.00648238 0.961042 -0.14061 
0.346989 -1.93886 -0.00647998 0.960991 -0.140799 
0.347146 -1.93904 -0.00647758 0.96094 -0.140988 
0.347303 -1.93921 -0.00647518 0.960889 -0.141177 
0.34746 -1.93939 -0.00647278 0.960838 -0.141366 
0.347617 -1.93956 -0.00647038 0.960787 -0.141556 
0.347774 -1.93973 -0.00646798 0.960736 -0.141745 
0.347931 -1.9399 -0.00646557 0.960685 -0.141935 
0.348088 -1.94008 -0.00646316 0.960634 -0.142124 
0.348246 -1.94025 -0.00646075 0.960583 -0.142314 
0.348403 -1.94041 -0.00645834 0.960532 -0.142504 
0.34856 -1.94058 -0.00645593 0.960481 -0.142694 
0.348717 -1.94075 -0.00645351 0.960429 -0.142884 
0.348874 -1.94092 -0.0064511 0.960378 -0.143074 
0.349031 -1.94108 -0.00644868 0.960327 -0.143264 
0.349188 -1.94125 -0.00644626 0.960276 -0.143455 
0.349345 -1.94141 -0.00644384 0.960225 -0.143645 
0.349502 -1.94158 -0.00644142 0.960174 -0.143836 
0.349659 -1.94174 -0.00643899 0.960122 -0.144026 
0.349816 -1.9419 -0.00643657 0.960071 -0.144217 
0.349973 -1.94206 -0.00643414 0.96002 -0.144408 
0.350131 -1.94222 -0.00643171 0.959969 -0.144599 
0.350288 -1.94238 -0.00642928 0.959917 -0.14479 
0.350445 -1.94254 -0.00642685 0.959866 -0.144981 
0.350602 -1.9427 -0.00642442 0.959815 -0.145172 
0.350759 -1.94285 -0.00642198 0.959764 -0.145364 
0.350916 -1.94301 -0.00641954 0.959712 -0.145555 
0.351073 -1.94316 -0.0064171 0.959661 -0.145747 
0.35123 -1.94332 -0.00641466 0.95961 -0.145939 
0.351387 -1.94347 -0.00641222 0.959558 -0.14613 
0.351544 -1.94362 -0.00640978 0.959507 -0.146322 
0.351701 -1.94377 -0.00640733 0.959456 -0.146514 
0.351858 -1.94392 -0.00640488 0.959404 -0.146706 
0.352015 -1.94407 -0.00640243 0.959353 -0.146898 
0.352173 -1.94422 -0.00639998 0.959301 -0.147091 
0.35233 -1.94437 -0.00639753 0.95925 -0.147283 
0.352487 -1.94452 -0.00639508 0.959199 -0.147476 
0.352644 -1.94467 -0.00639262 0.959147 -0.147668 
0.352801 -1.94481 -0.00639016 0.959096 -0.147861 
0.352958 -1.94496 -0.0063877 0.959044 -0.148054 
0.353115 -1.9451 -0.00638524 0.958993 -0.148247 
0.353272 -1.94524 -0.00638278 0.958941 -0.14844 
0.353429 -1.94539 -0.00638032 0.95889 -0.148633 
0.353586 -1.94553 -0.00637785 0.958838 -0.148826 
0.353743 -1.94567 -0.00637538 0.958787 -0.149019 
0.3539 -1.94581 -0.00637291 0.958735 -0.149213 
0.354057 -1.94595 -0.00637044 0.958684 -0.149406 
0.354215 -1.94608 -0.00636797 0.958632 -0.1496 
0.354372 -1.94622 -0.00636549 0.958581 -0.149793 
0.354529 -1.94636 -0.00636302 0.958529 -0.149987 
0.354686 -1.94649 -0.00636054 0.958478 -0.150181 
0.354843 -1.94663 -0.00635806 0.958426 -0.150375 
0.355 -1.94676 -0.00635558 0.958375 -0.150569 
0.355157 -1.9469 -0.00635309 0.958323 -0.150763 
0.355314 -1.94703 -0.00635061 0.958272 -0.150957 
0.355471 -1.94716 -0.00634812 0.95822 -0.151152 
0.355628 -1.94729 -0.00634564 0.958168 -0.151346 
0.355785 -1.94742 -0.00634315 0.958117 -0.151541 
0.355942 -1.94755 -0.00634065 0.958065 -0.151736 
0.3561 -1.94768 -0.00633816 0.958014 -0.15193 
0.356257 -1.9478 -0.00633566 0.957962 -0.152125 
0.356414 -1.94793 -0.00633317 0.95791 -0.15232 
0.356571 -1.94805 -0.00633067 0.957859 -0.152515 
0.356728 -1.94818 -0.00632817 0.957807 -0.15271 
0.356885 -1.9483 -0.00632567 0.957755 -0.152905 
0.357042 -1.94843 -0.00632316 0.957704 -0.153101 
0.357199 -1.94855 -0.00632066 0.957652 -0.153296 
0.357356 -1.94867 -0.00631815 0.9576 -0.153492 
0.357513 -1.94879 -0.00631564 0.957549 -0.153687 
0.35767 -1.94891 -0.00631313 0.957497 -0.153883 
0.357827 -1.94903 -0.00631062 0.957445 -0.154079 
0.357984 -1.94915 -0.0063081 0.957393 -0.154275 
0.358142 -1.94926 -0.00630559 0.957342 -0.154471 
0.358299 -1.94938 -0.00630307 0.95729 -0.154667 
0.358456 -1.94949 -0.00630055 0.957238 -0.154863 
0.358613 -1.94961 -0.00629803 0.957187 -0.155059 
0.35877 -1.94972 -0.0062955 0.957135 -0.155256 
0.358927 -1.94984 -0.00629298 0.957083 -0.155452 
0.359084 -1.94995 -0.00629045 0.957031 -0.155649 
0.359241 -1.95006 -0.00628792 0.95698 -0.155845 
0.359398 -1.95017 -0.00628539 0.956928 -0.156042 
0.359555 -1.95028 -0.00628286 0.956876 -0.156239 
0.359712 -1.95039 -0.00628033 0.956824 -0.156436 
0.359869 -1.9505 -0.00627779 0.956772 -0.156633 
0.360027 -1.9506 -0.00627526 0.956721 -0.15683 
0.360184 -1.95071 -0.00627272 0.956669 -0.157027 
0.360341 -1.95081 -0.00627018 0.956617 -0.157224 
0.360498 -1.95092 -0.00626763 0.956565 -0.157422 
0.360655 -1.95102 -0.00626509 0.956513 -0.157619 
0.360812 -1.95112 -0.00626254 0.956462 -0.157817 
0.360969 -1.95123 -0.00626 0.95641 -0.158014 
0.361126 -1.95133 -0.00625745 0.956358 -0.158212 
0.361283 -1.95143 -0.00625489 0.956306 -0.15841 
0.36144 -1.95153 -0.00625234 0.956254 -0.158608 
0.361597 -1.95162 -0.00624979 0.956202 -0.158806 
0.361754 -1.95172 -0.00624723 0.956151 -0.159004 
0.361911 -1.95182 -0.00624467 0.956099 -0.159202 
0.362069 -1.95192 -0.00624211 0.956047 -0.159401 
0.362226 -1.95201 -0.00623955 0.955995 -0.159599 
0.362383 -1.9521 -0.00623698 0.955943 -0.159797 
0.36254 -1.9522 -0.00623442 0.955891 -0.159996 
0.362697 -1.95229 -0.00623185 0.955839 -0.160195 
0.362854 -1.95238 -0.00622928 0.955788 -0.160393 
0.363011 -1.95247 -0.00622671 0.955736 -0.160592 
0.363168 -1.95256 -0.00622414 0.955684 -0.160791 
0.363325 -1.95265 -0.00622156 0.955632 -0.16099 
0.363482 -1.95274 -0.00621899 0.95558 -0.161189 
0.363639 -1.95283 -0.00621641 0.955528 -0.161388 
0.363796 -1.95292 -0.00621383 0.955476 -0.161588 
0.363954 -1.953 -0.00621125 0.955424 -0.161787 
0.364111 -1.95309 -0.00620866 0.955372 -0.161986 
0.364268 -1.95317 -0.00620608 0.95532 -0.162186 
0.364425 -1.95325 -0.00620349 0.955269 -0.162386 
0.364582 -1.95334 -0.0062009 0.955217 -0.162585 
0.364739 -1.95342 -0.00619831 0.955165 -0.162785 
0.364896 -1.9535 -0.00619572 0.955113 -0.162985 
0.365053 -1.95358 -0.00619312 0.955061 -0.163185 
0.36521 -1.95366 -0.00619052 0.955009 -0.163385 
0.365367 -1.95374 -0.00618793 0.954957 -0.163585 
0.365524 -1.95381 -0.00618532 0.954905 -0.163785 
0.365681 -1.95389 -0.00618272 0.954853 -0.163986 
0.365838 -1.95397 -0.00618012 0.954801 -0.164186 
0.365996 -1.95404 -0.00617751 0.954749 -0.164386 
0.366153 -1.95411 -0.00617491 0.954697 -0.164587 
0.36631 -1.95419 -0.0061723 0.954645 -0.164788 
0.366467 -1.95426 -0.00616968 0.954593 -0.164988 
0.366624 -1.95433 -0.00616707 0.954542 -0.165189 
0.366781 -1.9544 -0.00616446 0.95449 -0.16539 
0.366938 -1.95447 -0.00616184 0.954438 -0.165591 
0.367095 -1.95454 -0.00615922 0.954386 -0.165792 
0.367252 -1.95461 -0.0061566 0.954334 -0.165993 
0.367409 -1.95468 -0.00615398 0.954282 -0.166194 
0.367566 -1.95474 -0.00615135 0.95423 -0.166396 
0.367723 -1.95481 -0.00614873 0.954178 -0.166597 
0.36788 -1.95487 -0.0061461 0.954126 -0.166799 
0.368038 -1.95494 -0.00614347 0.954074 -0.167 
0.368195 -1.955 -0.00614084 0.954022 -0.167202 
0.368352 -1.95506 -0.00613821 0.95397 -0.167404 
0.368509 -1.95512 -0.00613557 0.953918 -0.167605 
0.368666 -1.95518 -0.00613293 0.953866 -0.167807 
0.368823 -1.95524 -0.00613029 0.953814 -0.168009 
0.36898 -1.9553 -0.00612765 0.953762 -0.168211 
0.369137 -1.95536 -0.00612501 0.95371 -0.168414 
0.369294 -1.95542 -0.00612237 0.953658 -0.168616 
0.369451 -1.95547 -0.00611972 0.953606 -0.168818 
0.369608 -1.95553 -0.00611707 0.953554 -0.16902 
0.369765 -1.95558 -0.00611442 0.953502 -0.169223 
0.369923 -1.95564 -0.00611177 0.953451 -0.169425 
0.37008 -1.95569 -0.00610911 0.953399 -0.169628 
0.370237 -1.95574 -0.00610646 0.953347 -0.169831 
0.370394 -1.95579 -0.0061038 0.953295 -0.170034 
0.370551 -1.95584 -0.00610114 0.953243 -0.170236 
0.370708 -1.95589 -0.00609848 0.953191 -0.170439 
0.370865 -1.95594 -0.00609582 0.953139 -0.170642 
0.371022 -1.95599 -0.00609315 0.953087 -0.170846 
0.371179 -1.95604 -0.00609048 0.953035 -0.171049 
0.371336 -1.95608 -0.00608781 0.952983 -0.171252 
0.371493 -1.95613 -0.00608514 0.952931 -0.171455 
0.37165 -1.95617 -0.00608247 0.952879 -0.171659 
0.371807 -1.95621 -0.0060798 0.952827 -0.171862 
0.371965 -1.95626 -0.00607712 0.952775 -0.172066 
0.372122 -1.9563 -0.00607444 0.952723 -0.172269 
0.372279 -1.95634 -0.00607176 0.952671 -0.172473 
0.372436 -1.95638 -0.00606908 0.952619 -0.172677 
0.372593 -1.95642 -0.00606639 0.952567 -0.172881 
0.37275 -1.95646 -0.00606371 0.952516 -0.173085 
0.372907 -1.9565 -0.00606102 0.952464 -0.173289 
0.373064 -1.95653 -0.00605833 0.952412 -0.173493 
0.373221 -1.95657 -0.00605564 0.95236 -0.173697 
0.373378 -1.9566 -0.00605294 0.952308 -0.173902 
0.373535 -1.95664 -0.00605025 0.952256 -0.174106 
0.373692 -1.95667 -0.00604755 0.952204 -0.17431 
0.37385 -1.9567 -0.00604485 0.952152 -0.174515 
0.374007 -1.95674 -0.00604215 0.9521 -0.174719 
0.374164 -1.95677 -0.00603945 0.952048 -0.174924 
0.374321 -1.9568 -0.00603674 0.951996 -0.175129 
0.374478 -1.95683 -0.00603403 0.951944 -0.175334 
0.374635 -1.95685 -0.00603132 0.951893 -0.175538 
0.374792 -1.95688 -0.00602861 0.951841 -0.175743 
0.374949 -1.95691 -0.0060259 0.951789 -0.175948 
0.375106 -1.95693 -0.00602318 0.951737 -0.176154 
0.375263 -1.95696 -0.00602047 0.951685 -0.176359 
0.37542 -1.95698 -0.00601775 0.951633 -0.176564 
0.375577 -1.95701 -0.00601503 0.951581 -0.176769 
0.375734 -1.95703 -0.00601231 0.951529 -0.176975 
0.375892 -1.95705 -0.00600958 0.951478 -0.17718 
0.376049 -1.95707 -0.00600685 0.951426 -0.177386 
0.376206 -1.95709 -0.00600413 0.951374 -0.177591 
0.376363 -1.95711 -0.0060014 0.951322 -0.177797 
0.37652 -1.95713 -0.00599866 0.95127 -0.178003 
0.376677 -1.95715 -0.00599593 0.951218 -0.178209 
0.376834 -1.95716 -0.00599319 0.951166 -0.178415 
0.376991 -1.95718 -0.00599045 0.951115 -0.178621 
0.377148 -1.95719 -0.00598771 0.951063 -0.178827 
0.377305 -1.95721 -0.00598497 0.951011 -0.179033 
0.377462 -1.95722 -0.00598223 0.950959 -0.179239 
0.377619 -1.95723 -0.00597948 0.950907 -0.179445 
0.377777 -1.95724 -0.00597673 0.950855 -0.179652 
0.377934 -1.95725 -0.00597398 0.950804 -0.179858 
0.378091 -1.95726 -0.00597123 0.950752 -0.180064 
0.378248 -1.95727 -0.00596848 0.9507 -0.180271 
0.378405 -1.95728 -0.00596572 0.950648 -0.180478 
0.378562 -1.95729 -0.00596297 0.950597 -0.180684 
0.378719 -1.95729 -0.00596021 0.950545 -0.180891 
0.378876 -1.9573 -0.00595744 0.950493 -0.181098 
0.379033 -1.9573 -0.00595468 0.950441 -0.181305 
0.37919 -1.95731 -0.00595192 0.950389 -0.181512 
0.379347 -1.95731 -0.00594915 0.950338 -0.181719 
0.379504 -1.95731 -0.00594638 0.950286 -0.181926 
0.379661 -1.95731 -0.00594361 0.950234 -0.182133 
0.379819 -1.95732 -0.00594083 0.950183 -0.18234 
0.379976 -1.95731 -0.00593806 0.950131 -0.182548 
0.380133 -1.95731 -0.00593528 0.950079 -0.182755 
0.38029 -1.95731 -0.0059325 0.950027 -0.182963 
0.380447 -1.95731 -0.00592972 0.949976 -0.18317 
0.380604 -1.9573 -0.00592694 0.949924 -0.183378 
0.380761 -1.9573 -0.00592415 0.949872 -0.183585 
0.380918 -1.95729 -0.00592136 0.949821 -0.183793 
0.381075 -1.95729 -0.00591858 0.949769 -0.184001 
0.381232 -1.95728 -0.00591578 0.949717 -0.184209 
0.381389 -1.95727 -0.00591299 0.949666 -0.184417 
0.381546 -1.95726 -0.0059102 0.949614 -0.184625 
0.381704 -1.95725 -0.0059074 0.949562 -0.184833 
0.381861 -1.95724 -0.0059046 0.949511 -0.185041 
0.382018 -1.95723 -0.0059018 0.949459 -0.185249 
0.382175 -1.95722 -0.00589899 0.949407 -0.185457 
0.382332 -1.95721 -0.00589619 0.949356 -0.185666 
0.382489 -1.95719 -0.00589338 0.949304 -0.185874 
0.382646 -1.95718 -0.00589057 0.949253 -0.186082 
0.382803 -1.95716 -0.00588776 0.949201 -0.186291 
0.38296 -1.95715 -0.00588495 0.94915 -0.186499 
0.383117 -1.95713 -0.00588213 0.949098 -0.186708 
0.383274 -1.95711 -0.00587932 0.949046 -0.186917 
0.383431 -1.95709 -0.0058765 0.948995 -0.187126 
0.383588 -1.95707 -0.00587368 0.948943 -0.187334 
0.383746 -1.95705 -0.00587085 0.948892 -0.187543 
0.383903 -1.95703 -0.00586803 0.94884 -0.187752 
0.38406 -1.95701 -0.0058652 0.948789 -0.187961 
0.384217 -1.95698 -0.00586237 0.948737 -0.18817 
0.384374 -1.95696 -0.00585954 0.948686 -0.18838 
0.384531 -1.95694 -0.00585671 0.948634 -0.188589 
0.384688 -1.95691 -0.00585387 0.948583 -0.188798 
0.384845 -1.95688 -0.00585104 0.948531 -0.189007 
0.385002 -1.95686 -0.0058482 0.94848 -0.189217 
0.385159 -1.95683 -0.00584536 0.948428 -0.189426 
0.385316 -1.9568 -0.00584251 0.948377 -0.189636 
0.385473 -1.95677 -0.00583967 0.948326 -0.189845 
0.38563 -1.95674 -0.00583682 0.948274 -0.190055 
0.385788 -1.95671 -0.00583397 0.948223 -0.190265 
0.385945 -1.95667 -0.00583112 0.948171 -0.190474 
0.386102 -1.95664 -0.00582827 0.94812 -0.190684 
0.386259 -1.95661 -0.00582541 0.948069 -0.190894 
0.386416 -1.95657 -0.00582255 0.948017 -0.191104 
0.386573 -1.95653 -0.00581969 0.947966 -0.191314 
0.38673 -1.9565 -0.00581683 0.947915 -0.191524 
0.386887 -1.95646 -0.00581397 0.947863 -0.191734 
0.387044 -1.95642 -0.0058111 0.947812 -0.191944 
0.387201 -1.95638 -0.00580823 0.947761 -0.192155 
0.387358 -1.95634 -0.00580537 0.947709 -0.192365 
0.387515 -1.9563 -0.00580249 0.947658 -0.192575 
0.387673 -1.95626 -0.00579962 0.947607 -0.192786 
0.38783 -1.95622 -0.00579674 0.947556 -0.192996 
0.387987 -1.95617 -0.00579387 0.947504 -0.193207 
0.388144 -1.95613 -0.00579099 0.947453 -0.193417 
0.388301 -1.95608 -0.0057881 0.947402 -0.193628 
0.388458 -1.95604 -0.00578522 0.947351 -0.193839 
0.388615 -1.95599 -0.00578234 0.9473 -0.194049 
0.388772 -1.95594 -0.00577945 0.947248 -0.19426 
0.388929 -1.95589 -0.00577656 0.947197 -0.194471 
0.389086 -1.95585 -0.00577367 0.947146 -0.194682 
0.389243 -1.95579 -0.00577077 0.947095 -0.194893 
0.3894 -1.95574 -0.00576787 0.947044 -0.195104 
0.389557 -1.95569 -0.00576498 0.946993 -0.195315 
0.389715 -1.95564 -0.00576208 0.946942 -0.195526 
0.389872 -1.95559 -0.00575917 0.94689 -0.195738 
0.390029 -1.95553 -0.00575627 0.946839 -0.195949 
0.390186 -1.95548 -0.00575336 0.946788 -0.19616 
0.390343 -1.95542 -0.00575045 0.946737 -0.196372 
0.3905 -1.95536 -0.00574754 0.946686 -0.196583 
0.390657 -1.9553 -0.00574463 0.946635 -0.196795 
0.390814 -1.95525 -0.00574172 0.946584 -0.197006 
0.390971 -1.95519 -0.0057388 0.946533 -0.197218 
0.391128 -1.95513 -0.00573588 0.946482 -0.197429 
0.391285 -1.95507 -0.00573296 0.946431 -0.197641 
0.391442 -1.955 -0.00573004 0.94638 -0.197853 
0.3916 -1.95494 -0.00572711 0.946329 -0.198065 
0.391757 -1.95488 -0.00572419 0.946278 -0.198276 
0.391914 -1.95481 -0.00572126 0.946228 -0.198488 
